filename,label
bed_1.jpg,2
bed_10.jpg,2
bed_100.jpg,2
bed_101.jpg,2
bed_102.jpg,2
bed_103.jpg,2
bed_104.jpg,2
bed_105.jpg,2
bed_106.jpg,2
bed_107.jpg,2
bed_108.jpg,2
bed_109.jpg,2
bed_11.jpg,2
bed_110.jpg,2
bed_111.jpg,2
bed_112.jpg,2
bed_113.jpg,2
bed_114.jpg,2
bed_115.jpg,2
bed_116.jpg,2
bed_117.jpg,2
bed_118.jpg,2
bed_119.jpg,2
bed_12.jpg,2
bed_120.jpg,2
bed_121.jpg,2
bed_122.jpg,2
bed_123.jpg,2
bed_124.jpg,2
bed_125.jpg,2
bed_126.jpg,2
bed_127.jpg,2
bed_128.jpg,2
bed_129.jpg,2
bed_13.jpg,2
bed_130.jpg,2
bed_131.jpg,2
bed_132.jpg,2
bed_133.jpg,2
bed_134.jpg,2
bed_135.jpg,2
bed_136.jpg,2
bed_137.jpg,2
bed_138.jpg,2
bed_139.jpg,2
bed_14.jpg,2
bed_140.jpg,2
bed_141.jpg,2
bed_142.jpg,2
bed_143.jpg,2
bed_144.jpg,2
bed_145.jpg,2
bed_146.jpg,2
bed_147.jpg,2
bed_148.jpg,2
bed_149.jpg,2
bed_15.jpg,2
bed_150.jpg,2
bed_151.jpg,2
bed_152.jpg,2
bed_153.jpg,2
bed_154.jpg,2
bed_16.jpg,2
bed_17.jpg,2
bed_18.jpg,2
bed_19.jpg,2
bed_2.jpg,2
bed_20.jpg,2
bed_21.jpg,2
bed_22.jpg,2
bed_23.jpg,2
bed_24.jpg,2
bed_25.jpg,2
bed_26.jpg,2
bed_27.jpg,2
bed_28.jpg,2
bed_29.jpg,2
bed_3.jpg,2
bed_30.jpg,2
bed_31.jpg,2
bed_32.jpg,2
bed_33.jpg,2
bed_34.jpg,2
bed_35.jpg,2
bed_36.jpg,2
bed_37.jpg,2
bed_38.jpg,2
bed_39.jpg,2
bed_4.jpg,2
bed_40.jpg,2
bed_41.jpg,2
bed_42.jpg,2
bed_43.jpg,2
bed_44.jpg,2
bed_45.jpg,2
bed_46.jpg,2
bed_47.jpg,2
bed_48.jpg,2
bed_49.jpg,2
bed_5.jpg,2
bed_50.jpg,2
bed_51.jpg,2
bed_52.jpg,2
bed_53.jpg,2
bed_54.jpg,2
bed_55.jpg,2
bed_56.jpg,2
bed_57.jpg,2
bed_58.jpg,2
bed_59.jpg,2
bed_6.jpg,2
bed_60.jpg,2
bed_61.jpg,2
bed_62.jpg,2
bed_63.jpg,2
bed_64.jpg,2
bed_65.jpg,2
bed_66.jpg,2
bed_67.jpg,2
bed_68.jpg,2
bed_69.jpg,2
bed_7.jpg,2
bed_70.jpg,2
bed_71.jpg,2
bed_72.jpg,2
bed_73.jpg,2
bed_74.jpg,2
bed_75.jpg,2
bed_76.jpg,2
bed_77.jpg,2
bed_78.jpg,2
bed_79.jpg,2
bed_8.jpg,2
bed_80.jpg,2
bed_81.jpg,2
bed_82.jpg,2
bed_83.jpg,2
bed_84.jpg,2
bed_85.jpg,2
bed_86.jpg,2
bed_87.jpg,2
bed_88.jpg,2
bed_89.jpg,2
bed_9.jpg,2
bed_90.jpg,2
bed_91.jpg,2
bed_92.jpg,2
bed_93.jpg,2
bed_94.jpg,2
bed_95.jpg,2
bed_96.jpg,2
bed_97.jpg,2
bed_98.jpg,2
bed_99.jpg,2
chair_155.jpg,1
chair_156.jpg,1
chair_157.jpg,1
chair_158.jpg,1
chair_159.jpg,1
chair_160.jpg,1
chair_161.jpg,1
chair_162.jpg,1
chair_163.jpg,1
chair_164.jpg,1
chair_165.jpg,1
chair_166.jpg,1
chair_167.jpg,1
chair_168.jpg,1
chair_169.jpg,1
chair_170.jpg,1
chair_171.jpg,1
chair_172.jpg,1
chair_173.jpg,1
chair_174.jpg,1
chair_175.jpg,1
chair_176.jpg,1
chair_177.jpg,1
chair_178.jpg,1
chair_179.jpg,1
chair_180.jpg,1
chair_181.jpg,1
chair_182.jpg,1
chair_183.jpg,1
chair_184.jpg,1
chair_185.jpg,1
chair_186.jpg,1
chair_187.jpg,1
chair_188.jpg,1
chair_189.jpg,1
chair_190.jpg,1
chair_191.jpg,1
chair_192.jpg,1
chair_193.jpg,1
chair_194.jpg,1
chair_195.jpg,1
chair_196.jpg,1
chair_197.jpg,1
chair_198.jpg,1
chair_199.jpg,1
chair_200.jpg,1
chair_201.jpg,1
chair_202.jpg,1
chair_203.jpg,1
chair_204.jpg,1
chair_205.jpg,1
chair_206.jpg,1
chair_207.jpg,1
chair_208.jpg,1
chair_209.jpg,1
chair_210.jpg,1
chair_211.jpg,1
chair_212.jpg,1
chair_213.jpg,1
chair_214.jpg,1
chair_215.jpg,1
chair_216.jpg,1
chair_217.jpg,1
chair_218.jpg,1
chair_219.jpg,1
chair_220.jpg,1
chair_221.jpg,1
chair_222.jpg,1
chair_223.jpg,1
chair_224.jpg,1
chair_225.jpg,1
chair_226.jpg,1
chair_227.jpg,1
chair_228.jpg,1
chair_229.jpg,1
chair_230.jpg,1
chair_231.jpg,1
chair_232.jpg,1
chair_233.jpg,1
chair_234.jpg,1
chair_235.jpg,1
chair_236.jpg,1
chair_237.jpg,1
chair_238.jpg,1
chair_239.jpg,1
chair_240.jpg,1
chair_241.jpg,1
chair_242.jpg,1
chair_243.jpg,1
chair_244.jpg,1
chair_245.jpg,1
chair_246.jpg,1
chair_247.jpg,1
chair_248.jpg,1
chair_249.jpg,1
chair_250.jpg,1
chair_251.jpg,1
chair_252.jpg,1
chair_253.jpg,1
chair_254.jpg,1
chair_255.jpg,1
chair_256.jpg,1
chair_257.jpg,1
chair_258.jpg,1
chair_259.jpg,1
chair_260.jpg,1
chair_261.jpg,1
chair_262.jpg,1
chair_263.jpg,1
chair_264.jpg,1
chair_265.jpg,1
chair_266.jpg,1
chair_267.jpg,1
chair_268.jpg,1
chair_269.jpg,1
chair_270.jpg,1
chair_271.jpg,1
